CMD:./cbp traces/compress/compress_7_trace.gz
L_PERCEP PC=0xFFFFDFE32454, theta= 229, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFF800010239AD8, theta= 320, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE31DE0, theta= 320, max bias=  46, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325DC, theta= 261, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325DC, theta= 320, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
115000000 instrs 
G_PERCEP PC=0xFFFFDFE325BC, theta= 352, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 293, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 296, max bias=   1, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 285, max bias=  24, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE31DE0, theta= 261, max bias=  19, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE31DD4, theta= 320, max bias=  88, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
120000000 instrs 
L_PERCEP PC=0xFFFFDFE31DD4, theta= 261, max bias=  30, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 285, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 288, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325AC, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
125000000 instrs 
L_PERCEP PC=0xFFFFDFE3253C, theta= 309, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE31DE0, theta= 261, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE32494, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
130000000 instrs 
EOF
======== Predictor Memory ========
TAGE-SC-L (bits) = 1305275
TAGE-SC-L (KBytes) = 159.335327
H2P_ID_MEM_BITS = 19456
H2P_ID_MEM (KBytes) = 2.375000
L_PERCEP_MEM_BITS = 176320
L_PERCEP_MEM (KBytes) = 21.523438
G_PERCEP_MEM_BITS = 33184
G_PERCEP_MEM (KBytes) = 4.050781
Total Memory (bits) = 1534235
Total Memory (KBytes) = 187.284546
======== Runtime Statistics ========
COL h2p_insert_cnt = 223
COL h2p_with_tage = 14939120
COL h2p_with_lhist_percep = 3947
COL h2p_with_ghist_percep = 1578
COL filtered_updates = 0
COL lhist_percep_evictions = 204
COL ghist_percep_evictions = 197
COL lhist_percep_stale_evictions = 5
COL ghist_percep_stale_evictions = 5
======== End of Statistics ========
WINDOW_SIZE = 1024
FETCH_WIDTH = 16
FETCH_NUM_BRANCH = 16
FETCH_STOP_AT_INDIRECT = 1
FETCH_STOP_AT_TAKEN = 1
FETCH_MODEL_ICACHE = 1
PERFECT_BRANCH_PRED = 0
PERFECT_INDIRECT_PRED = 1
PIPELINE_FILL_LATENCY = 10
NUM_LDST_LANES = 8
NUM_ALU_LANES = 16
MEMORY HIERARCHY CONFIGURATION---------------------
STRIDE Prefetcher = 1
PERFECT_CACHE = 0
WRITE_ALLOCATE = 1
Within-pipeline factors:
	AGEN latency = 1 cycle
	Store Queue (SQ): SQ size = window size, oracle memory disambiguation, store-load forwarding = 1 cycle after store's or load's agen.
	* Note: A store searches the L1$ at commit. The store is released
	* from the SQ and window, whether it hits or misses. Store misses
	* are buffered until the block is allocated and the store is
	* performed in the L1$. While buffered, conflicting loads get
	* the store's data as they would from the SQ.
I$: 128 KB, 8-way set-assoc., 64B block size
L1$: 128 KB, 8-way set-assoc., 64B block size, 3-cycle search latency
L2$: 4 MB, 8-way set-assoc., 64B block size, 12-cycle search latency
L3$: 32 MB, 16-way set-assoc., 128B block size, 50-cycle search latency
Main Memory: 150-cycle fixed search time
---------------------------STORE QUEUE MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)---------------------------
Number of loads: 27831304
Number of loads that miss in SQ: 23163872 (83.23%)
Number of PFs issued to the memory system 3179387
---------------------------------------------------------------------------------------------------------------------------------------
------------------------MEMORY HIERARCHY MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------
I$:
	accesses   = 143423550
	misses     = 3741
	miss ratio = 0.00%
	pf accesses   = 0
	pf misses     = 0
	pf miss ratio = nan%
L1$:
	accesses   = 46731303
	misses     = 1559336
	miss ratio = 3.34%
	pf accesses   = 3179387
	pf misses     = 265811
	pf miss ratio = 8.36%
L2$:
	accesses   = 1563077
	misses     = 431377
	miss ratio = 27.60%
	pf accesses   = 265811
	pf misses     = 7118
	pf miss ratio = 2.68%
L3$:
	accesses   = 431377
	misses     = 153098
	miss ratio = 35.49%
	pf accesses   = 7118
	pf misses     = 1664
	pf miss ratio = 23.38%
---------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------Prefetcher (Full Simulation i.e. No Warmup)----------------------------------------------
Num Trainings :27831304
Num Prefetches generated :3407635
Num Prefetches issued :9665286
Num Prefetches filtered by PF queue :1638487
Num untimely prefetches dropped from PF queue :228248
Num prefetches not issued LDST contention :6485899
Num prefetches not issued stride 0 :7453234
---------------------------------------------------------------------------------------------------------------------------------------

-------------------------------ILP LIMIT STUDY (Full Simulation i.e. Counts Not Reset When Warmup Ends)--------------------------------
instructions = 130000052
cycles       = 23987983
CycWP        = 6688374
IPC          = 5.4194

---------------------------------------------------------------------------------------------------------------------------------------

-----------------------------------------------BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)----------------------------------------------
Type                   NumBr     MispBr        mr     mpki
CondDirect         15042451     265241   1.7633%   2.0403
JumpDirect          1776967          0   0.0000%   0.0000
JumpIndirect          80975          0   0.0000%   0.0000
JumpReturn           451415          0   0.0000%   0.0000
Not control       126071742          0   0.0000%   0.0000
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 10M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    10000052      1882857   5.3111    1156351      27387   0.6141       0.0145   2.3684%   2.7387     645509    23.5699    64.5506
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 25M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    25000052      4708013   5.3101    2901507      70783   0.6163       0.0150   2.4395%   2.8313    1636051    23.1136    65.4419
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

---------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (50 Perc instructions)---------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    65000052     12272640   5.2963    7447474     164518   0.6068       0.0134   2.2090%   2.5310    3856031    23.4384    59.3235
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
   130000052     23987983   5.4194   15042451     265241   0.6271       0.0111   1.7633%   2.0403    6688374    25.2162    51.4490
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Read 130000052 instrs 
G_PERCEP PC=0xFFFFDFE325DC, theta= 312, max bias=  31, baseline_comp=  0, stable_cnt=  1, grace_period=511, time_alive=127
G_PERCEP PC=0xFFFFDFE31DEC, theta= 320, max bias=  21, baseline_comp=  0, stable_cnt=  0, grace_period=407, time_alive=3844
G_PERCEP PC=0xFFFFDFE3282C, theta= 320, max bias=  13, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=129
G_PERCEP PC=0xFFFFDFE29A8C, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt=  0, grace_period=373, time_alive=15867
G_PERCEP PC=0xFFFF8000101F521C, theta= 296, max bias=  15, baseline_comp=  0, stable_cnt= 51, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE32958, theta= 320, max bias=  17, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=137
G_PERCEP PC=0xFFFFDFE3297C, theta= 320, max bias=  36, baseline_comp=  0, stable_cnt=  1, grace_period=511, time_alive=136
G_PERCEP PC=0xFFFFDFC1F478, theta= 488, max bias=   9, baseline_comp= 12, stable_cnt=  0, grace_period=511, time_alive=126
G_PERCEP PC=0xFFFFDFC1F5A0, theta= 320, max bias=  19, baseline_comp= 12, stable_cnt=  0, grace_period=511, time_alive=155
G_PERCEP PC=0xFFFFDFE32948, theta= 320, max bias=   4, baseline_comp=  0, stable_cnt=  0, grace_period=511, time_alive=138
G_PERCEP PC=0xFFFFDFDA6F0C, theta= 304, max bias=  53, baseline_comp=  6, stable_cnt=  0, grace_period=511, time_alive=3985
G_PERCEP PC=0xFFFFDFE31DAC, theta= 320, max bias=  53, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=3845
G_PERCEP PC=0xFFFFDFDA6ED0, theta= 320, max bias=  15, baseline_comp=  0, stable_cnt=  0, grace_period=202, time_alive=3982
G_PERCEP PC=0xFFFFDFDA6F2C, theta= 312, max bias=  46, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=3984
G_PERCEP PC=0xFFFFDFE31D40, theta= 312, max bias=  27, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=3936
G_PERCEP PC=0xFFFFDFDA6EC8, theta= 304, max bias=  58, baseline_comp=  1, stable_cnt= 45, grace_period=511, time_alive=3983
L_PERCEP PC=0xFFFFDFE325DC, theta= 277, max bias=  13, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=307
L_PERCEP PC=0xFFFFDFE31DEC, theta= 261, max bias=  12, baseline_comp=  1, stable_cnt=  0, grace_period=407, time_alive=3483
L_PERCEP PC=0xFFFFDFE3282C, theta= 261, max bias=  10, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=309
L_PERCEP PC=0xFFFFDFE32948, theta= 269, max bias=  21, baseline_comp=  1, stable_cnt= 15, grace_period=511, time_alive=318
L_PERCEP PC=0xFFFF8000101F521C, theta= 237, max bias=  16, baseline_comp= 24, stable_cnt=  0, grace_period=511, time_alive=145
L_PERCEP PC=0xFFFFDFE32958, theta= 269, max bias=  17, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=317
L_PERCEP PC=0xFFFFDFE3297C, theta= 269, max bias=  32, baseline_comp=  0, stable_cnt=  1, grace_period=511, time_alive=316
L_PERCEP PC=0xFFFFDFC1F478, theta= 381, max bias=   9, baseline_comp=  9, stable_cnt=  0, grace_period=511, time_alive=306
L_PERCEP PC=0xFFFFDFE31DAC, theta= 261, max bias=  50, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=3484
L_PERCEP PC=0xFFFFDFDA6EC8, theta= 261, max bias=  20, baseline_comp=  0, stable_cnt= 96, grace_period=511, time_alive=3576
L_PERCEP PC=0xFFFFDFDA6ED0, theta= 261, max bias=  20, baseline_comp=  1, stable_cnt=  0, grace_period=202, time_alive=3575
L_PERCEP PC=0xFFFFDFDA6F2C, theta= 269, max bias=  23, baseline_comp=  0, stable_cnt= 33, grace_period=511, time_alive=3577
L_PERCEP PC=0xFFFFDFE29A8C, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=  0, grace_period=373, time_alive=14347
L_PERCEP PC=0xFFFF8000101B6C1C, theta= 221, max bias=  43, baseline_comp= 63, stable_cnt=177, grace_period=511, time_alive=  0

ExecTime = 1194.413176059723
