CMD:./cbp traces/fp/fp_1_trace.gz
L_PERCEP PC=0xFFFFF0D55E9C, theta= 253, max bias=  66, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  40, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  56, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  34, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  81, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  24, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  31, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  49, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  40, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  39, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  50, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias= 136, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 301, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  95, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 336, max bias=  44, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  53, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  39, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  18, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 336, max bias=  44, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  28, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  18, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  67, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  50, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  33, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  34, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  37, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  44, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias= 101, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  41, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 293, max bias=  54, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  33, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  45, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  41, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  62, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias= 135, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  92, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  49, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  58, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  24, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  52, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 293, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 336, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  55, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  30, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
20000000 instrs 
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  43, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  48, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  77, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 360, max bias=  57, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  31, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 352, max bias=  41, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  50, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias= 137, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias= 148, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 304, max bias= 145, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 312, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  34, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  31, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  79, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  43, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  53, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 304, max bias= 160, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  55, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  59, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  63, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  42, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  33, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 304, max bias= 124, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 344, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  29, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  43, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 285, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  23, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 301, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 360, max bias=  42, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  45, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  29, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 304, max bias= 134, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 360, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  62, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  31, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 336, max bias=  48, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias= 116, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 293, max bias=  54, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  35, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  61, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=  24, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 304, max bias= 128, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 277, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  57, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  33, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  26, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 320, max bias=  51, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFF0D55E9C, theta= 328, max bias=  36, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFF0D55E9C, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
