CMD:./cbp traces/fp/fp_9_trace.gz
G_PERCEP PC=0x0071DBFC, theta= 304, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 301, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB88, theta= 261, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB88, theta= 312, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 304, max bias=  37, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071B868, theta= 312, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 261, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBA8, theta= 269, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 312, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071B868, theta= 261, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   1, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 320, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 248, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 304, max bias=  52, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBA8, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 269, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x00C882F0, theta= 320, max bias=  23, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBA8, theta= 288, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0074A70C, theta= 205, max bias=   6, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=65535
L_PERCEP PC=0x0071DBFC, theta= 277, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 312, max bias=  44, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 285, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB9C, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB9C, theta= 320, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x00766DEC, theta= 277, max bias=  11, baseline_comp=  0, stable_cnt= 18, grace_period=511, time_alive=65535
L_PERCEP PC=0x00766E4C, theta= 261, max bias=  26, baseline_comp=  0, stable_cnt= 84, grace_period=511, time_alive=65535
G_PERCEP PC=0x0074A70C, theta= 272, max bias=  39, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=65535
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 296, max bias=  46, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB88, theta= 261, max bias=  19, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB88, theta= 312, max bias=  22, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 296, max bias=  47, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 261, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 296, max bias=  34, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
35000000 instrs 
L_PERCEP PC=0x0071DBA8, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x00766DEC, theta= 320, max bias=  13, baseline_comp=  0, stable_cnt= 49, grace_period=511, time_alive=65535
G_PERCEP PC=0x00766E4C, theta= 320, max bias=  18, baseline_comp=  0, stable_cnt= 85, grace_period=511, time_alive=65535
L_PERCEP PC=0x0071DB3C, theta= 261, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 293, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBA8, theta= 312, max bias=  10, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 264, max bias=  37, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 253, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 312, max bias=  22, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 312, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  18, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 288, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 312, max bias=  19, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 229, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 312, max bias=  48, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBA8, theta= 261, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBA8, theta= 320, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 269, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 304, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 288, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 277, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   1, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 320, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 320, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 277, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 261, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 304, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB6C, theta= 320, max bias=  19, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBFC, theta= 312, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 253, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB88, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB88, theta= 320, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DB3C, theta= 320, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB3C, theta= 269, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DB6C, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071BD14, theta= 296, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071BD14, theta= 301, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBFC, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
40000000 instrs 
EOF
======== Predictor Memory ========
TAGE-SC-L (bits) = 1305275
TAGE-SC-L (KBytes) = 159.335327
H2P_ID_MEM_BITS = 19456
H2P_ID_MEM (KBytes) = 2.375000
L_PERCEP_MEM_BITS = 176320
L_PERCEP_MEM (KBytes) = 21.523438
G_PERCEP_MEM_BITS = 33184
G_PERCEP_MEM (KBytes) = 4.050781
Total Memory (bits) = 1534235
Total Memory (KBytes) = 187.284546
======== Runtime Statistics ========
COL h2p_insert_cnt = 263
COL h2p_with_tage = 4938023
COL h2p_with_lhist_percep = 8128
COL h2p_with_ghist_percep = 0
COL filtered_updates = 37
COL lhist_percep_evictions = 251
COL ghist_percep_evictions = 250
COL lhist_percep_stale_evictions = 3
COL ghist_percep_stale_evictions = 3
======== End of Statistics ========
WINDOW_SIZE = 1024
FETCH_WIDTH = 16
FETCH_NUM_BRANCH = 16
FETCH_STOP_AT_INDIRECT = 1
FETCH_STOP_AT_TAKEN = 1
FETCH_MODEL_ICACHE = 1
PERFECT_BRANCH_PRED = 0
PERFECT_INDIRECT_PRED = 1
PIPELINE_FILL_LATENCY = 10
NUM_LDST_LANES = 8
NUM_ALU_LANES = 16
MEMORY HIERARCHY CONFIGURATION---------------------
STRIDE Prefetcher = 1
PERFECT_CACHE = 0
WRITE_ALLOCATE = 1
Within-pipeline factors:
	AGEN latency = 1 cycle
	Store Queue (SQ): SQ size = window size, oracle memory disambiguation, store-load forwarding = 1 cycle after store's or load's agen.
	* Note: A store searches the L1$ at commit. The store is released
	* from the SQ and window, whether it hits or misses. Store misses
	* are buffered until the block is allocated and the store is
	* performed in the L1$. While buffered, conflicting loads get
	* the store's data as they would from the SQ.
I$: 128 KB, 8-way set-assoc., 64B block size
L1$: 128 KB, 8-way set-assoc., 64B block size, 3-cycle search latency
L2$: 4 MB, 8-way set-assoc., 64B block size, 12-cycle search latency
L3$: 32 MB, 16-way set-assoc., 128B block size, 50-cycle search latency
Main Memory: 150-cycle fixed search time
---------------------------STORE QUEUE MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)---------------------------
Number of loads: 22658890
Number of loads that miss in SQ: 20586100 (90.85%)
Number of PFs issued to the memory system 3549999
---------------------------------------------------------------------------------------------------------------------------------------
------------------------MEMORY HIERARCHY MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------
I$:
	accesses   = 60764323
	misses     = 553
	miss ratio = 0.00%
	pf accesses   = 0
	pf misses     = 0
	pf miss ratio = nan%
L1$:
	accesses   = 24405553
	misses     = 165333
	miss ratio = 0.68%
	pf accesses   = 3549999
	pf misses     = 2057
	pf miss ratio = 0.06%
L2$:
	accesses   = 165886
	misses     = 55791
	miss ratio = 33.63%
	pf accesses   = 2057
	pf misses     = 484
	pf miss ratio = 23.53%
L3$:
	accesses   = 55791
	misses     = 35929
	miss ratio = 64.40%
	pf accesses   = 484
	pf misses     = 285
	pf miss ratio = 58.88%
---------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------Prefetcher (Full Simulation i.e. No Warmup)----------------------------------------------
Num Trainings :22658890
Num Prefetches generated :3620406
Num Prefetches issued :20926578
Num Prefetches filtered by PF queue :1698974
Num untimely prefetches dropped from PF queue :70405
Num prefetches not issued LDST contention :17376579
Num prefetches not issued stride 0 :1817167
---------------------------------------------------------------------------------------------------------------------------------------

-------------------------------ILP LIMIT STUDY (Full Simulation i.e. Counts Not Reset When Warmup Ends)--------------------------------
instructions = 40000016
cycles       = 16404367
CycWP        = 11582611
IPC          = 2.4384

---------------------------------------------------------------------------------------------------------------------------------------

-----------------------------------------------BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)----------------------------------------------
Type                   NumBr     MispBr        mr     mpki
CondDirect          5012816     171770   3.4266%   4.2942
JumpDirect          1021788          0   0.0000%   0.0000
JumpIndirect          11526          0   0.0000%   0.0000
JumpReturn           103480          0   0.0000%   0.0000
Not control        54614713          0   0.0000%   0.0000
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 10M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    10000016      4071119   2.4563    1237301      45320   0.3039       0.0111   3.6628%   4.5320    2862513    63.1622   286.2508
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 25M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    25000016      9609637   2.6016    3131703     111220   0.3259       0.0116   3.5514%   4.4488    6708115    60.3139   268.3244
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

---------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (50 Perc instructions)---------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    20000016      7820352   2.5574    2500178      91188   0.3197       0.0117   3.6473%   4.5594    5489630    60.2012   274.4813
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    40000016     16404367   2.4384    5012816     171770   0.3056       0.0105   3.4266%   4.2942   11582611    67.4309   289.5652
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Read 40000016 instrs 
G_PERCEP PC=0x0071DB78, theta= 320, max bias=  14, baseline_comp=  0, stable_cnt= 68, grace_period=511, time_alive=  1
G_PERCEP PC=0x0071DBFC, theta= 304, max bias=  40, baseline_comp=  0, stable_cnt=  5, grace_period=511, time_alive=  0
G_PERCEP PC=0x0071DBA8, theta= 320, max bias=   5, baseline_comp=  0, stable_cnt=  8, grace_period=511, time_alive= 11
G_PERCEP PC=0x0071DB6C, theta= 320, max bias=   8, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=  2
G_PERCEP PC=0x0071DB3C, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt= 25, grace_period=511, time_alive=  3
G_PERCEP PC=0x00766DEC, theta= 320, max bias=  12, baseline_comp=  4, stable_cnt=  0, grace_period=349, time_alive=51389
G_PERCEP PC=0x00766ADC, theta= 320, max bias=  41, baseline_comp=  1, stable_cnt=  0, grace_period=497, time_alive=51387
G_PERCEP PC=0x00C8839C, theta= 344, max bias=  42, baseline_comp=  0, stable_cnt=  7, grace_period=511, time_alive=820
G_PERCEP PC=0x0071B940, theta= 272, max bias=  58, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive= 39
G_PERCEP PC=0x0071BD20, theta= 304, max bias=   5, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=195
L_PERCEP PC=0x0071DB78, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt= 68, grace_period=511, time_alive=  0
L_PERCEP PC=0x0071DBA8, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=  8, grace_period=511, time_alive=  6
L_PERCEP PC=0x0071DB6C, theta= 285, max bias=  20, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive=  1
L_PERCEP PC=0x0071DB3C, theta= 269, max bias=   3, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=  2
L_PERCEP PC=0x00766ADC, theta= 261, max bias=  23, baseline_comp=  0, stable_cnt=  0, grace_period=497, time_alive=47307
L_PERCEP PC=0x00C8839C, theta= 261, max bias=  67, baseline_comp= 60, stable_cnt=  0, grace_period=511, time_alive=561
L_PERCEP PC=0x0071BD20, theta= 325, max bias=  18, baseline_comp=  1, stable_cnt= 11, grace_period=511, time_alive=134
L_PERCEP PC=0x00766DEC, theta= 261, max bias=   8, baseline_comp=  3, stable_cnt=  0, grace_period=349, time_alive=47309
L_PERCEP PC=0x00C882F0, theta= 205, max bias=  10, baseline_comp= 62, stable_cnt=  0, grace_period=511, time_alive=360

ExecTime = 505.91254472732544
