CMD:./cbp traces/int/int_34_trace.gz
L_PERCEP PC=0x002A2450, theta= 261, max bias=  49, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 10M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    10000052      2474495   4.0412    1594748      30685   0.6445       0.0124   1.9241%   3.0685    1250872    40.7649   125.0865
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 25M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    25000052      6236064   4.0089    3919473      71897   0.6285       0.0115   1.8344%   2.8759    3065065    42.6313   122.6023
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

---------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (50 Perc instructions)---------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    20000052      4905460   4.0771    3101677      61368   0.6323       0.0125   1.9785%   3.0684    2514324    40.9713   125.7159
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    40000052     11099629   3.6037    6380286     118618   0.5748       0.0107   1.8591%   2.9654    5639381    47.5424   140.9843
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Read 40000052 instrs 
G_PERCEP PC=0x002A24D4, theta= 312, max bias=  47, baseline_comp=  0, stable_cnt=123, grace_period=511, time_alive=  1
G_PERCEP PC=0x002A5AD4, theta= 320, max bias=  29, baseline_comp=  5, stable_cnt=  0, grace_period=511, time_alive= 11
G_PERCEP PC=0x002A5B30, theta= 304, max bias=  38, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=1029
G_PERCEP PC=0x002A21AC, theta= 368, max bias=  10, baseline_comp=  0, stable_cnt= 13, grace_period=511, time_alive=  6
G_PERCEP PC=0x002A5BFC, theta= 312, max bias=   9, baseline_comp=  0, stable_cnt= 65, grace_period=511, time_alive=  7
G_PERCEP PC=0x002A5B9C, theta= 304, max bias=  38, baseline_comp=  0, stable_cnt= 25, grace_period=511, time_alive=  8
G_PERCEP PC=0x002A247C, theta= 304, max bias=   5, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A24D4, theta= 269, max bias=  13, baseline_comp=  0, stable_cnt= 62, grace_period=511, time_alive= 37
L_PERCEP PC=0x002A5AB8, theta= 261, max bias=  38, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive= 85
L_PERCEP PC=0x002A5B30, theta= 261, max bias=  30, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=13594
L_PERCEP PC=0x002A5AD4, theta= 261, max bias=  32, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive= 84
L_PERCEP PC=0x002A21AC, theta= 301, max bias=  14, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive= 78
L_PERCEP PC=0x002A247C, theta= 253, max bias=  25, baseline_comp=  0, stable_cnt=133, grace_period=511, time_alive= 36
L_PERCEP PC=0x002A5D10, theta= 261, max bias=  12, baseline_comp=  8, stable_cnt=  0, grace_period=511, time_alive= 80
L_PERCEP PC=0x002A5BFC, theta= 245, max bias=  14, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive= 79
L_PERCEP PC=0x002A5B9C, theta= 261, max bias=  20, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive= 81
L_PERCEP PC=0x002A55AC, theta= 221, max bias=  74, baseline_comp= 63, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A2190, theta= 285, max bias=  46, baseline_comp=  0, stable_cnt= 97, grace_period=511, time_alive= 77
L_PERCEP PC=0x002A2240, theta= 237, max bias=  63, baseline_comp= 55, stable_cnt=  0, grace_period=511, time_alive= 42

ExecTime = 320.33151507377625
